machine_id,line_id,timestamp,shift,avg_temperature,avg_vibration,avg_pressure,avg_cycle_time,avg_energy_consumption,pressure_instability,anomaly_signal,machine_age_years,days_since_maintenance,baseline_health_score,cycle_time_drift,pressure_deviation,night_shift_flag,maintenance_recency_score,defect_flag,defect_count,defect_probability,previous_downtime_minutes,downtime_event_count,quality_risk_index,anomaly_count_24h,yield_rate
M001,L1,2026-01-04 04:00:00,Night,81.57,1.687,93.47749999999999,59.7675,173.0075,1.6025,0.5892499999999999,3,6,0.768,-4.143750000000004,1.2149999999999892,1,24,0,0,0.0224,0.0,0.0,2.663774999999998,0.0,1.0
M001,L1,2026-01-04 08:00:00,Day,78.33250000000001,1.562,94.96000000000001,60.415,173.7,2.06,0.29,3,6,0.768,-3.4962500000000034,2.697500000000005,0,24,0,0,0.0117,0.0,0.0,1.8794000000000035,0.0,1.0
M001,L1,2026-01-04 12:00:00,Day,76.985,1.72025,93.045,60.6625,173.7125,1.51,0.235,3,6,0.768,-3.248750000000001,0.7824999999999989,0,24,0,0,0.0122,0.0,0.0,1.1457,0.0,1.0
M001,L1,2026-01-04 16:00:00,Evening,76.6575,1.621,91.4275,59.8725,171.3325,1.7125,0.25525,3,6,0.768,-4.03875,0.835000000000008,0,24,0,0,0.0107,0.0,0.0,1.1522749999999997,0.0,1.0
M001,L1,2026-01-04 20:00:00,Evening,76.925,1.74325,92.3025,61.09,172.29500000000002,1.1725,0.20125,3,6,0.768,-2.821249999999999,0.03999999999999204,0,24,0,0,0.0124,0.0,0.0,0.9408749999999992,0.0,1.0
M001,L1,2026-01-05 00:00:00,Night,79.985,1.9235,94.0025,61.67,175.655,2.2475,0.5145,3,7,0.768,-2.241250000000001,1.7399999999999949,1,23,0,0,0.0283,0.0,0.0,2.5113250000000003,0.0,1.0
M001,L1,2026-01-05 04:00:00,Night,81.9025,1.7742499999999999,95.125,61.64,173.1825,2.48,0.75075,3,7,0.768,-2.271250000000002,2.862499999999997,1,23,0,0,0.029,0.0,0.0,3.2528000000000015,0.0,1.0
M001,L1,2026-01-05 08:00:00,Day,78.1375,1.657,94.6375,61.1475,173.5375,1.4975,0.23374999999999999,3,7,0.768,-2.7637500000000017,2.375,0,23,0,0,0.0129,0.0,0.0,1.5076250000000009,0.0,1.0
M001,L1,2026-01-05 12:00:00,Day,77.23750000000001,1.702,93.09,61.1225,171.97750000000002,1.62,0.246,3,7,0.768,-2.7887500000000003,0.8275000000000006,0,23,0,0,0.0127,0.0,0.0,1.2870000000000037,0.0,1.0
M001,L1,2026-01-05 16:00:00,Evening,76.455,1.7582499999999999,91.28999999999999,61.0,172.685,1.8650000000000002,0.27049999999999996,3,7,0.768,-2.9112500000000026,0.9725000000000108,0,23,0,0,0.013,0.0,0.0,1.1713499999999997,0.0,1.0
M001,L1,2026-01-05 20:00:00,Evening,77.2325,1.86,91.795,61.845,174.07999999999998,1.345,0.2185,3,7,0.768,-2.0662500000000037,0.46750000000000114,0,23,0,0,0.0154,0.0,0.0,1.1341500000000004,0.0,1.0
M001,L1,2026-01-06 00:00:00,Night,80.455,1.82825,95.00750000000001,62.3025,176.5125,1.8675,0.44625,3,8,0.768,-1.6087500000000006,2.7450000000000045,1,22,0,0,0.026,0.0,0.0,2.4527249999999996,0.0,1.0
M001,L1,2026-01-06 04:00:00,Night,82.22,1.77825,95.7425,59.995,173.4725,2.6025,0.8327500000000001,3,8,0.768,-3.916250000000005,3.480000000000004,1,22,0,0,0.029,0.0,0.0,3.421775,0.0,1.0
M001,L1,2026-01-06 08:00:00,Day,78.5125,1.62625,94.2475,62.4925,175.32999999999998,1.3275000000000001,0.21675,3,8,0.768,-1.4187500000000028,1.9849999999999994,0,22,0,0,0.0133,0.0,0.0,1.534125000000001,0.0,1.0
M001,L1,2026-01-06 12:00:00,Day,77.095,1.82575,90.05250000000001,60.5375,170.12,3.0875,0.39275,3,8,0.768,-3.373750000000001,2.2099999999999937,0,22,0,0,0.0159,0.0,0.0,2.0485249999999997,0.0,1.0
M001,L1,2026-01-06 16:00:00,Evening,77.04,1.76525,91.7975,62.78,174.625,1.3425,0.21825,3,8,0.768,-1.1312500000000014,0.4650000000000034,0,22,0,0,0.0141,0.0,0.0,1.071175000000002,0.0,1.0
M001,L1,2026-01-06 20:00:00,Evening,76.53,1.72,92.8875,59.85,170.4875,1.7225000000000001,0.25625,3,8,0.768,-4.061250000000001,0.625,0,22,0,0,0.0119,0.0,0.0,1.1169750000000005,0.0,1.0
M001,L1,2026-01-07 00:00:00,Night,80.095,1.7355,93.89750000000001,62.61,174.055,1.9675,0.48150000000000004,3,9,0.768,-1.3012500000000031,1.6350000000000051,1,21,0,0,0.024,0.0,0.0,2.3925249999999996,0.0,1.0
M001,L1,2026-01-07 04:00:00,Night,81.505,1.8915,95.2325,62.099999999999994,175.7925,2.0925000000000002,0.62425,3,9,0.768,-1.8112500000000082,2.969999999999999,1,21,0,0,0.0313,0.0,0.0,2.912474999999999,0.0,1.0
M001,L1,2026-01-07 08:00:00,Day,79.3275,1.79,95.1825,61.7025,175.2375,2.0425,0.30475,3,9,0.768,-2.208750000000002,2.9200000000000017,0,21,0,0,0.0172,0.0,0.0,2.188175,0.0,1.0
M001,L1,2026-01-07 12:00:00,Day,75.8875,1.71575,92.5025,62.3325,174.8675,1.9225,0.27625,3,9,0.768,-1.5787499999999994,0.23999999999999488,0,21,0,0,0.0125,0.0,0.0,1.0573750000000002,0.0,1.0
M001,L1,2026-01-07 16:00:00,Evening,75.7225,1.8504999999999998,89.5775,61.4725,172.285,3.5625,0.44025000000000003,3,9,0.768,-2.438750000000006,2.6850000000000023,0,21,0,0,0.0156,0.0,0.0,1.959375,0.0,1.0
M001,L1,2026-01-07 20:00:00,Evening,77.11,1.8125,90.37,63.144999999999996,174.7025,2.77,0.36100000000000004,3,9,0.768,-0.7662500000000065,1.8924999999999983,0,21,0,0,0.0171,0.0,0.0,1.8786999999999998,0.0,1.0
M001,L1,2026-01-08 00:00:00,Night,81.1775,1.903,95.365,62.4125,176.01749999999998,2.5300000000000002,0.61025,3,10,0.768,-1.4987500000000011,3.102499999999992,1,20,0,0,0.0322,0.0,0.0,3.0482999999999985,0.0,1.0
M001,L1,2026-01-08 04:00:00,Night,81.6925,1.923,95.1425,62.285,174.49,2.4974999999999996,0.706,3,10,0.768,-1.626250000000006,2.8799999999999955,1,20,0,0,0.0342,0.0,0.0,3.1952249999999984,0.0,1.0
M001,L1,2026-01-08 08:00:00,Day,79.1725,1.71625,94.6175,60.8275,174.405,1.4775,0.27025,3,10,0.768,-3.083750000000002,2.355000000000004,0,20,0,1,0.0145,0.0,0.0,1.8278249999999998,0.0,0.99
M001,L1,2026-01-08 12:00:00,Day,78.1325,1.73525,92.5925,62.082499999999996,174.13,0.9375,0.17775,3,10,0.768,-1.8287500000000065,0.3299999999999983,0,20,0,0,0.0141,0.0,0.0,1.1980249999999977,0.0,1.0
M001,L1,2026-01-08 16:00:00,Evening,77.6975,1.93025,91.3275,62.685,173.9025,1.8125,0.26849999999999996,3,10,0.768,-1.2262500000000003,0.9350000000000023,0,20,0,0,0.018,0.0,0.0,1.5400750000000016,0.0,1.0
M001,L1,2026-01-08 20:00:00,Evening,78.62,1.73825,91.36,62.995000000000005,174.1025,2.08,0.3385,3,10,0.768,-0.916249999999998,0.9025000000000034,0,20,0,0,0.0166,0.0,0.0,1.9824000000000015,0.0,1.0
M001,L1,2026-01-09 00:00:00,Night,81.05,1.87175,93.06,61.91,175.115,2.215,0.6244999999999999,3,11,0.768,-2.001250000000006,0.7974999999999994,1,19,0,1,0.0291,0.0,0.0,2.834249999999999,0.0,0.99
M001,L1,2026-01-09 04:00:00,Night,82.82249999999999,1.81425,94.6975,63.400000000000006,174.67,1.5675,0.86925,3,11,0.768,-0.5112499999999969,2.4350000000000023,1,19,0,0,0.0348,0.0,0.0,3.0453249999999974,0.0,1.0
M001,L1,2026-01-09 08:00:00,Day,78.515,1.8552499999999998,94.635,60.97,173.5275,2.87,0.371,3,11,0.768,-2.9412500000000037,2.3725000000000023,0,19,0,0,0.0183,0.0,0.0,2.3833,0.0,1.0
M001,L1,2026-01-09 12:00:00,Day,76.7775,1.88975,90.5725,62.335,173.85250000000002,2.5675,0.34650000000000003,3,11,0.768,-1.5762500000000017,1.6899999999999977,0,19,0,0,0.0174,0.0,0.0,1.660925000000001,0.0,1.0
M001,L1,2026-01-09 16:00:00,Evening,76.80250000000001,1.7694999999999999,90.3425,63.11,172.9125,2.7975000000000003,0.36375,3,11,0.768,-0.8012500000000031,1.9200000000000017,0,19,0,0,0.0154,0.0,0.0,1.7954250000000034,0.0,1.0
M001,L1,2026-01-09 20:00:00,Evening,77.1275,1.9144999999999999,91.71000000000001,60.29,171.6,1.43,0.22700000000000004,3,11,0.768,-3.6212500000000034,0.5524999999999949,0,19,0,0,0.0153,0.0,0.0,1.1472999999999993,0.0,1.0
M001,L1,2026-01-10 00:00:00,Night,79.225,2.114,91.55,62.3875,174.56,1.59,0.2515,3,12,0.768,-1.5237499999999997,0.7125000000000057,1,18,0,0,0.031,0.0,0.0,1.9064999999999985,0.0,1.0
M001,L1,2026-01-10 04:00:00,Night,82.1975,2.08075,95.055,61.065,175.965,2.265,0.79425,3,12,0.768,-2.846250000000005,2.792500000000004,1,18,0,0,0.0408,0.0,0.0,3.228950000000002,0.0,1.0
M001,L1,2026-01-10 08:00:00,Day,78.9875,1.87025,94.92,62.6475,175.6125,1.78,0.42225,3,12,0.768,-1.2637500000000017,2.657499999999999,0,18,0,2,0.0197,0.0,0.0,1.9349999999999992,0.0,0.98
M001,L1,2026-01-10 12:00:00,Day,77.3075,1.85175,92.05250000000001,61.1975,171.4275,1.1524999999999999,0.19925,3,12,0.768,-2.7137500000000045,0.20999999999999375,0,18,0,0,0.0145,0.0,0.0,1.0522750000000014,0.0,1.0
M001,L1,2026-01-10 16:00:00,Evening,76.43,1.8455,92.0775,62.4975,174.0975,1.3475000000000001,0.21875,3,12,0.768,-1.4137500000000003,0.18500000000000227,0,18,0,0,0.0146,0.0,0.0,0.8787250000000023,0.0,1.0
M001,L1,2026-01-10 20:00:00,Evening,77.07249999999999,1.86375,91.44749999999999,61.707499999999996,173.1625,1.7874999999999999,0.26275,3,12,0.768,-2.2037500000000065,0.8150000000000119,0,18,0,0,0.0154,0.0,0.0,1.326324999999997,0.0,1.0
M001,L1,2026-01-11 00:00:00,Night,79.2875,2.192,92.21,62.03,175.4675,2.86,0.39275,3,13,0.768,-1.8812500000000014,0.052500000000009095,1,17,0,0,0.0371,0.0,0.0,2.6249999999999982,0.0,1.0
M001,L1,2026-01-11 04:00:00,Night,80.59,1.9355,95.555,62.05,175.875,2.8000000000000003,0.523,3,13,0.768,-1.8612500000000054,3.292500000000004,1,17,0,0,0.0305,0.0,0.0,3.0088000000000017,0.0,1.0
M001,L1,2026-01-11 08:00:00,Day,78.7375,1.867,92.9375,63.58,174.645,0.44749999999999995,0.19575,3,13,0.768,-0.33125000000000426,0.6749999999999972,0,17,0,0,0.0175,0.0,0.0,1.1221249999999992,0.0,1.0
M001,L1,2026-01-11 12:00:00,Day,77.28,1.9155,91.485,63.655,174.4875,2.01,0.33875,3,13,0.768,-0.2562500000000014,0.7775000000000034,0,17,0,0,0.0192,0.0,0.0,1.5151000000000003,0.0,1.0
M001,L1,2026-01-11 16:00:00,Evening,77.0425,1.792,89.7525,63.0175,174.45749999999998,3.3875,0.4365,3,13,0.768,-0.8937500000000043,2.510000000000005,0,17,0,0,0.0173,0.0,0.0,2.1967250000000016,0.0,1.0
M001,L1,2026-01-11 20:00:00,Evening,77.315,1.94025,91.09,62.765,172.33,2.05,0.30225,3,13,0.768,-1.146250000000002,1.1724999999999994,0,17,0,0,0.0184,0.0,0.0,1.5482999999999993,0.0,1.0
M001,L1,2026-01-12 00:00:00,Night,81.3725,2.18,93.955,62.09,175.3425,1.225,0.5349999999999999,3,14,0.768,-1.8212499999999991,1.6924999999999955,1,16,0,0,0.0404,0.0,0.0,2.392950000000001,0.0,1.0
M001,L1,2026-01-12 04:00:00,Night,81.78,2.0172499999999998,95.115,61.945,172.9925,2.425,0.74475,3,14,0.768,-1.9662500000000023,2.852499999999992,1,16,0,0,0.0382,0.0,0.0,3.1833500000000003,0.0,1.0
M001,L1,2026-01-12 08:00:00,Day,78.47,1.996,94.09,61.67,174.23499999999999,1.745,0.28500000000000003,3,14,0.768,-2.241250000000001,1.8275000000000006,0,16,0,0,0.0205,0.0,0.0,1.7501499999999997,0.0,1.0
M001,L1,2026-01-12 12:00:00,Day,77.43,1.91175,91.11250000000001,61.067499999999995,174.24,2.9625,0.40700000000000003,3,14,0.768,-2.843750000000007,1.1499999999999915,0,16,0,0,0.018,0.0,0.0,2.086975000000002,0.0,1.0
M001,L1,2026-01-12 16:00:00,Evening,77.1125,2.05225,88.92750000000001,63.04,172.175,4.2125,0.53175,3,14,0.768,-0.8712500000000034,3.3349999999999937,0,16,0,0,0.0252,0.0,0.0,2.6728749999999994,0.0,1.0
M001,L1,2026-01-12 20:00:00,Evening,77.5675,1.853,92.72749999999999,61.4925,172.29,1.0475,0.2155,3,14,0.768,-2.418750000000003,0.4649999999999892,0,16,0,0,0.0154,0.0,0.0,1.0777249999999987,0.0,1.0
M001,L1,2026-01-13 00:00:00,Night,80.405,1.83875,91.5825,63.112500000000004,173.01749999999998,1.5825,0.4215,3,15,0.768,-0.7987499999999983,0.6800000000000068,1,15,0,0,0.0267,0.0,0.0,2.2799750000000003,0.0,1.0
M001,L1,2026-01-13 04:00:00,Night,81.68,2.012,95.30250000000001,61.635,175.565,2.1624999999999996,0.70975,3,15,0.768,-2.2762500000000045,3.0400000000000063,1,15,0,0,0.0362,0.0,0.0,3.0069750000000024,0.0,1.0
M001,L1,2026-01-13 08:00:00,Day,78.5575,1.9107500000000002,94.6925,61.915,174.6275,1.7825000000000002,0.30225,3,15,0.768,-1.9962500000000034,2.4299999999999926,0,15,0,0,0.0188,0.0,0.0,1.7987750000000018,0.0,1.0
M001,L1,2026-01-13 12:00:00,Day,77.72,1.91825,92.28,63.8725,175.2975,1.025,0.24825,3,15,0.768,-0.038750000000000284,0.017499999999998295,0,15,0,0,0.0185,0.0,0.0,1.1141499999999995,0.0,1.0
M001,L1,2026-01-13 16:00:00,Evening,76.8575,1.89325,90.73,62.0125,174.2975,2.41,0.365,3,15,0.768,-1.8987499999999997,1.5324999999999989,0,15,0,0,0.0169,0.0,0.0,1.5999000000000008,0.0,1.0
M001,L1,2026-01-13 20:00:00,Evening,77.6375,2.2035,91.94749999999999,61.72,175.51,3.1475,0.43875000000000003,3,15,0.768,-2.1912500000000037,0.31500000000001194,0,15,0,0,0.0271,0.0,0.0,2.255125000000001,0.0,1.0
M001,L1,2026-01-14 00:00:00,Night,80.83,1.93925,93.6125,61.885,172.9475,1.2275,0.5285,3,16,0.768,-2.0262500000000045,1.3499999999999943,1,14,0,0,0.0291,0.0,0.0,2.2207249999999994,0.0,1.0
M001,L1,2026-01-14 04:00:00,Night,81.91499999999999,2.0404999999999998,94.09,63.0175,177.2225,2.1550000000000002,0.77425,3,16,0.768,-0.8937500000000043,1.8275000000000006,1,14,0,0,0.0405,0.0,0.0,3.0780499999999975,0.0,1.0
M001,L1,2026-01-14 08:00:00,Day,79.3525,1.88325,93.455,63.51,175.4025,1.155,0.31174999999999997,3,16,0.768,-0.40125000000000455,1.1924999999999955,0,14,0,0,0.02,0.0,0.0,1.708050000000002,0.0,1.0
M001,L1,2026-01-14 12:00:00,Day,78.68,1.885,92.30250000000001,63.1075,175.3375,0.8375,0.221,3,16,0.768,-0.8037500000000009,0.04000000000000625,0,14,0,1,0.0176,0.0,0.0,1.3182250000000022,0.0,0.99
M001,L1,2026-01-14 16:00:00,Evening,77.0,2.18925,90.255,63.09,175.4975,2.885,0.426,3,16,0.768,-0.8212499999999991,2.0075000000000074,0,14,0,1,0.0259,0.0,0.0,1.9067500000000002,0.0,0.99
M001,L1,2026-01-14 20:00:00,Evening,78.10499999999999,1.9625,91.1325,62.4775,174.695,2.0075,0.41825,3,16,0.768,-1.4337500000000034,1.1300000000000097,0,14,0,0,0.0201,0.0,0.0,1.7777249999999967,0.0,1.0
M001,L1,2026-01-15 00:00:00,Night,80.4425,2.00075,94.3275,62.0525,175.515,2.0324999999999998,0.45799999999999996,3,17,0.768,-1.8587500000000006,2.0649999999999977,1,13,0,0,0.0308,0.0,0.0,2.5394749999999986,0.0,1.0
M001,L1,2026-01-15 04:00:00,Night,81.66749999999999,2.22425,96.1925,62.24,175.945,3.0525,0.82275,3,17,0.768,-1.6712500000000006,3.9299999999999926,1,13,1,1,0.0495,0.0,0.0,3.492474999999997,0.0,0.99
M001,L1,2026-01-15 08:00:00,Day,78.565,1.9475,94.96000000000001,61.3925,173.8625,1.835,0.33375,3,17,0.768,-2.5187500000000043,2.697500000000005,0,13,0,0,0.0186,0.0,0.0,1.8300499999999993,0.0,1.0
M001,L1,2026-01-15 12:00:00,Day,76.62,1.914,90.945,63.78,174.375,2.415,0.39225,3,17,0.768,-0.13125000000000142,1.3175000000000097,0,13,0,0,0.0181,0.0,0.0,1.5266500000000016,0.0,1.0
M001,L1,2026-01-15 16:00:00,Evening,76.795,2.09175,90.515,63.089999999999996,172.9875,2.625,0.41325,3,17,0.768,-0.8212500000000063,1.7475000000000023,0,13,0,1,0.023,0.0,0.0,1.6981500000000007,0.0,0.99
M001,L1,2026-01-15 20:00:00,Evening,77.93,2.3409999999999997,91.4925,61.855,176.9875,1.6875,0.31925000000000003,3,17,0.768,-2.0562500000000057,0.769999999999996,0,13,0,0,0.0293,0.0,0.0,1.7753250000000018,0.0,1.0
M001,L1,2026-01-16 00:00:00,Night,81.905,2.061,93.7225,63.275,176.39,1.6075,0.7915,3,18,0.768,-0.636250000000004,1.4599999999999937,1,12,0,0,0.0404,0.0,0.0,2.7737250000000007,0.0,1.0
M001,L1,2026-01-16 04:00:00,Night,80.6425,2.3205,95.98,61.7575,175.78,2.84,0.6920000000000001,3,18,0.768,-2.1537500000000023,3.717500000000001,1,12,0,0,0.0491,0.0,0.0,3.1624000000000008,0.0,1.0
M001,L1,2026-01-16 08:00:00,Day,79.9175,1.9255,95.02250000000001,63.3725,175.0325,1.8824999999999998,0.503,3,18,0.768,-0.5387500000000003,2.760000000000005,0,12,0,1,0.0232,0.0,0.0,2.2889750000000015,0.0,0.99
M001,L1,2026-01-16 12:00:00,Day,77.35,1.9820000000000002,92.775,64.785,176.045,1.27,0.3345,3,18,0.768,0.873749999999994,0.5125000000000028,0,12,0,0,0.0201,0.0,0.0,1.611062499999995,0.0,1.0
M001,L1,2026-01-16 16:00:00,Evening,77.215,1.9412500000000001,90.9125,62.6975,172.47,2.2275,0.38675000000000004,3,18,0.768,-1.2137500000000045,1.3500000000000085,0,12,0,0,0.0182,0.0,0.0,1.6139250000000012,0.0,1.0
M001,L1,2026-01-16 20:00:00,Evening,78.5125,1.99725,89.1525,62.995000000000005,174.38,3.9875,0.58075,3,18,0.768,-0.916249999999998,3.1099999999999994,0,12,0,0,0.0261,0.0,0.0,2.9971250000000014,0.0,1.0
M001,L1,2026-01-17 00:00:00,Night,81.2875,2.158,93.63,62.614999999999995,174.20999999999998,0.835,0.636,3,19,0.768,-1.2962500000000077,1.3674999999999926,1,11,0,0,0.0384,0.0,0.0,2.1512499999999983,0.0,1.0
M001,L1,2026-01-17 04:00:00,Night,81.1975,2.16075,95.6225,63.50750000000001,177.8325,2.4825,0.68925,3,19,0.768,-0.40374999999999517,3.3599999999999994,1,11,0,0,0.0438,0.0,0.0,3.028575000000002,0.0,1.0
M001,L1,2026-01-17 08:00:00,Day,78.705,2.06625,93.31,61.4525,173.0525,1.19,0.33525,3,19,0.768,-2.458750000000002,1.0474999999999994,0,11,0,0,0.0211,0.0,0.0,1.5200999999999993,0.0,1.0
M001,L1,2026-01-17 12:00:00,Day,76.33,2.112,92.3375,63.2475,178.0025,1.4075,0.318,3,19,0.768,-0.6637500000000003,0.07500000000000284,0,11,0,0,0.0202,0.0,0.0,0.8797249999999995,0.0,1.0
M001,L1,2026-01-17 16:00:00,Evening,78.155,2.08325,91.17750000000001,64.005,176.35,1.9625000000000001,0.3735,3,19,0.768,0.0937499999999929,1.0849999999999937,0,11,0,0,0.0246,0.0,0.0,1.8205374999999966,0.0,1.0
M001,L1,2026-01-17 20:00:00,Evening,78.4675,2.1585,91.315,62.6975,176.985,1.9349999999999998,0.39575000000000005,3,19,0.768,-1.2137500000000045,0.9475000000000051,0,11,0,0,0.0255,0.0,0.0,1.8538500000000004,0.0,1.0
M001,L1,2026-01-18 00:00:00,Night,80.2575,2.20025,92.35249999999999,63.787499999999994,175.6175,1.8824999999999998,0.50675,3,20,0.768,-0.12375000000000824,0.0899999999999892,1,10,0,0,0.0402,0.0,0.0,2.3977749999999975,0.0,1.0
M001,L1,2026-01-18 04:00:00,Night,81.19,2.4130000000000003,95.5075,64.5775,179.2475,3.1525,0.8632500000000001,3,20,0.768,0.666249999999998,3.2449999999999903,1,10,0,0,0.0654,0.0,0.0,4.393912500000001,0.0,1.0
M001,L1,2026-01-18 08:00:00,Day,79.74000000000001,2.09025,94.9925,63.397499999999994,175.1525,1.8525,0.44925000000000004,3,20,0.768,-0.5137500000000088,2.730000000000004,0,10,0,0,0.0266,0.0,0.0,2.215675000000003,0.0,1.0
M001,L1,2026-01-18 12:00:00,Day,78.0525,2.0332500000000002,91.295,62.6225,172.9525,1.8450000000000002,0.375,3,20,0.768,-1.2887500000000003,0.9675000000000011,0,10,0,0,0.021,0.0,0.0,1.6715499999999985,0.0,1.0
M001,L1,2026-01-18 16:00:00,Evening,76.9875,2.30775,89.865,64.0675,176.93,3.2750000000000004,0.5355,3,20,0.768,0.1562499999999929,2.397500000000008,0,10,0,0,0.0317,0.0,0.0,2.2465874999999964,0.0,1.0
M001,L1,2026-01-18 20:00:00,Evening,77.54,2.1195,90.9375,64.5475,175.91,2.2024999999999997,0.46675,3,20,0.768,0.6362499999999969,1.3250000000000028,0,10,0,0,0.0251,0.0,0.0,2.0541125000000005,0.0,1.0
M001,L1,2026-01-19 00:00:00,Night,80.7675,2.14675,92.91499999999999,62.682500000000005,175.9875,1.51,0.55725,3,21,0.768,-1.228749999999998,0.6524999999999892,1,9,0,0,0.0366,0.0,0.0,2.3560999999999996,0.0,1.0
M001,L1,2026-01-19 04:00:00,Night,81.11,2.30175,94.0725,62.34,176.7375,1.8525,0.68725,3,21,0.768,-1.5712499999999991,1.8100000000000023,1,9,0,0,0.047,0.0,0.0,2.6638750000000018,0.0,1.0
