machine_id,line_id,timestamp,shift,avg_temperature,avg_vibration,avg_pressure,avg_cycle_time,avg_energy_consumption,pressure_instability,anomaly_signal,machine_age_years,last_maintenance_days_ago,defect_flag,defect_count,previous_downtime_minutes,cycle_time_drift,pressure_deviation,night_shift_flag,maintenance_recency_score,quality_risk_index,yield_rate
M001,L1,2026-01-06 04:00:00,Night,79.7125,2.74275,99.3125,56.015,170.695,1.4224999999999999,0.3675,3,17,0,0,0.0,-2.325000000000003,2.126249999999999,1,13,4.667125000000003,1.0
M001,L1,2026-01-06 08:00:00,Day,76.8,2.69125,99.47749999999999,56.894999999999996,168.22,1.7475,0.35275,3,17,0,0,0.0,-1.4450000000000074,2.291249999999991,0,13,3.5012500000000006,1.0
M001,L1,2026-01-06 12:00:00,Day,75.5175,2.45025,97.5,57.36,169.9675,1.1,0.2445,3,17,0,0,0.0,-0.980000000000004,0.31374999999999886,0,13,1.4515000000000013,1.0
M001,L1,2026-01-06 16:00:00,Evening,74.355,2.8825000000000003,95.05000000000001,57.5525,171.16750000000002,2.8400000000000003,0.5297499999999999,3,17,0,0,0.0,-0.7875000000000014,2.1362499999999898,0,13,4.915000000000003,1.0
M001,L1,2026-01-06 20:00:00,Evening,75.7,2.65375,96.0825,56.0175,167.86,1.8075,0.32899999999999996,3,17,0,0,0.0,-2.322500000000005,1.1037500000000051,0,13,3.0262500000000014,1.0
M001,L1,2026-01-07 00:00:00,Night,77.1,2.6165,99.0775,56.8675,168.0975,1.7825,0.32625000000000004,3,17,0,2,0.0,-1.4725000000000037,1.8912499999999994,1,13,3.175249999999998,0.98
M001,L1,2026-01-07 04:00:00,Night,80.16499999999999,2.7255,101.105,57.2175,170.4125,3.215,0.6905,3,17,0,1,0.0,-1.1225000000000023,3.918750000000003,1,13,5.618249999999997,0.99
M001,L1,2026-01-07 08:00:00,Day,77.435,2.7720000000000002,100.2925,56.8125,170.9625,2.4025,0.4185,3,17,0,0,0.0,-1.5275000000000034,3.106250000000003,0,13,4.535500000000003,1.0
M001,L1,2026-01-07 12:00:00,Day,75.4725,2.55825,97.2575,57.0075,168.065,1.5825,0.3025,3,17,0,0,0.0,-1.3325000000000031,0.07124999999999204,0,13,2.3407500000000017,1.0
M001,L1,2026-01-07 16:00:00,Evening,75.31,2.776,94.45,56.4,168.5625,3.44,0.54775,3,17,0,0,0.0,-1.9400000000000048,2.7362499999999983,0,13,4.576,1.0
M001,L1,2026-01-07 20:00:00,Evening,76.55,2.8325,97.175,56.862500000000004,170.8775,0.715,0.25225,3,17,0,1,0.0,-1.4774999999999991,0.011250000000003979,0,13,3.745,0.99
M001,L1,2026-01-08 00:00:00,Night,78.08,2.8810000000000002,97.8175,58.2575,170.6475,1.4425000000000001,0.38949999999999996,3,17,0,0,0.0,-0.08250000000000313,0.6312499999999943,1,13,4.935250000000003,1.0
M001,L1,2026-01-08 04:00:00,Night,79.97,2.8345000000000002,99.9425,56.8575,170.2875,2.0524999999999998,0.50675,3,17,0,0,0.0,-1.4825000000000017,2.7562499999999943,1,13,5.622750000000003,1.0
M001,L1,2026-01-08 08:00:00,Day,77.41,2.6865,98.7975,57.2775,170.1625,1.1925000000000001,0.26575,3,17,0,0,0.0,-1.0625,1.6112499999999983,0,13,3.4087500000000004,1.0
M001,L1,2026-01-08 12:00:00,Day,75.4675,2.734,96.9425,56.3825,171.075,0.9475,0.2715,3,17,0,0,0.0,-1.9575000000000031,0.24375000000000568,0,13,3.077750000000001,1.0
M001,L1,2026-01-08 16:00:00,Evening,75.96000000000001,2.8435,96.07249999999999,57.28,170.12,1.8175000000000001,0.40025,3,17,0,0,0.0,-1.0600000000000023,1.1137500000000102,0,13,4.169750000000002,1.0
M001,L1,2026-01-08 20:00:00,Evening,76.57,2.7675,97.58,56.6125,167.4825,0.7699999999999999,0.25675,3,17,0,0,0.0,-1.7275000000000063,0.39374999999999716,0,13,3.389499999999999,1.0
M001,L1,2026-01-09 00:00:00,Night,78.62,2.7735,99.5125,56.51,168.0775,2.6574999999999998,0.514,3,17,0,1,0.0,-1.8300000000000054,2.3262500000000017,1,13,5.086750000000002,0.99
M001,L1,2026-01-09 04:00:00,Night,78.27,2.9202500000000002,99.8875,57.53,171.48250000000002,2.1174999999999997,0.55725,3,17,0,0,0.0,-0.8100000000000023,2.7012500000000017,1,13,5.574750000000001,1.0
M001,L1,2026-01-09 08:00:00,Day,76.0275,2.7175000000000002,97.015,57.2325,170.1825,1.095,0.2525,3,17,0,2,0.0,-1.1075000000000017,0.17125000000000057,0,13,3.0621250000000035,0.98
M001,L1,2026-01-09 12:00:00,Day,76.47,2.79575,97.165,56.445,169.09,2.6,0.49475,3,17,0,1,0.0,-1.8950000000000031,0.021249999999994884,0,13,4.439,0.99
M001,L1,2026-01-09 16:00:00,Evening,75.39750000000001,2.76175,94.875,56.0475,166.9375,3.015,0.56475,3,17,0,0,0.0,-2.292500000000004,2.311250000000001,0,13,4.278000000000002,1.0
M001,L1,2026-01-09 20:00:00,Evening,76.61,2.91825,96.5175,56.225,169.88,2.1425,0.5055000000000001,3,17,0,0,0.0,-2.115000000000002,0.6687500000000028,0,13,4.994250000000001,1.0
M001,L1,2026-01-10 00:00:00,Night,78.82249999999999,2.83175,99.275,58.1,169.88,1.545,0.44899999999999995,3,17,0,2,0.0,-0.240000000000002,2.0887500000000045,1,13,4.950874999999997,0.98
M001,L1,2026-01-10 04:00:00,Night,79.605,2.9074999999999998,101.2925,55.785,169.845,3.4025,0.63125,3,17,0,0,0.0,-2.555000000000007,4.106250000000003,1,13,6.6080000000000005,1.0
M001,L1,2026-01-10 08:00:00,Day,76.69749999999999,2.79075,99.65,54.415,167.76999999999998,1.76,0.35975,3,17,0,1,0.0,-3.9250000000000043,2.4637500000000045,0,13,4.068624999999998,0.99
M001,L1,2026-01-10 12:00:00,Day,74.3275,2.83525,95.71000000000001,56.54,169.60999999999999,3.04,0.5407500000000001,3,17,0,1,0.0,-1.8000000000000043,1.4762499999999932,0,13,4.7315000000000005,0.99
M001,L1,2026-01-10 16:00:00,Evening,75.755,2.91975,95.48,57.05,170.1675,2.815,0.5585,3,17,0,0,0.0,-1.2900000000000063,1.7062499999999972,0,13,5.126000000000001,1.0
M001,L1,2026-01-10 20:00:00,Evening,76.0075,2.88825,97.2775,57.724999999999994,167.6675,1.5925,0.4145,3,17,0,1,0.0,-0.6150000000000091,0.09125000000000227,0,13,4.328374999999999,0.99
M001,L1,2026-01-11 00:00:00,Night,78.615,3.05075,98.7775,55.5925,170.97,2.2075,0.605,3,17,0,0,0.0,-2.7475000000000023,1.5912500000000023,1,13,6.5234999999999985,1.0
M001,L1,2026-01-11 04:00:00,Night,79.705,2.6275,101.1875,58.739999999999995,169.8125,3.2975,0.51625,3,17,1,0,0.0,0.3999999999999915,4.001249999999999,1,13,5.150499999999995,1.0
M001,L1,2026-01-11 08:00:00,Day,77.4175,2.86275,98.7325,59.195,171.82,1.0775,0.321,3,17,0,0,0.0,0.8549999999999969,1.5462500000000006,0,13,4.924375000000001,1.0
M001,L1,2026-01-11 12:00:00,Day,75.0675,2.9059999999999997,95.97,56.9675,166.9975,1.92,0.438,3,17,0,0,0.0,-1.3725000000000023,1.2162500000000023,0,13,4.595999999999999,1.0
M001,L1,2026-01-11 16:00:00,Evening,76.19,2.936,95.7625,59.3175,171.9425,2.1275,0.49725,3,17,0,1,0.0,0.9774999999999991,1.4237499999999983,0,13,5.532749999999999,0.99
M001,L1,2026-01-11 20:00:00,Evening,74.62,2.91875,96.47,58.3375,168.8075,1.42,0.44825,3,17,0,0,0.0,-0.0025000000000048317,0.7162500000000023,0,13,4.422500000000002,1.0
M001,L1,2026-01-12 00:00:00,Night,78.425,2.93225,96.97749999999999,57.43,169.6525,1.0725,0.38025000000000003,3,17,0,0,0.0,-0.9100000000000037,0.2087500000000091,1,13,5.178499999999999,1.0
M001,L1,2026-01-12 04:00:00,Night,79.25,2.76675,99.68,54.3,169.6825,2.025,0.52975,3,17,0,0,0.0,-4.040000000000006,2.4937500000000057,1,13,4.950500000000002,1.0
M001,L1,2026-01-12 08:00:00,Day,75.42,2.9905,99.225,58.5875,170.65,1.7,0.49975,3,17,0,0,0.0,0.24749999999999517,2.038749999999993,0,13,5.141499999999997,1.0
M001,L1,2026-01-12 12:00:00,Day,75.6275,2.83375,95.57,55.644999999999996,167.8475,2.32,0.47225,3,17,0,0,0.0,-2.6950000000000074,1.616250000000008,0,13,4.3625000000000025,1.0
M001,L1,2026-01-12 16:00:00,Evening,74.3775,2.7262500000000003,95.06,56.345,169.9225,2.8299999999999996,0.49074999999999996,3,17,0,1,0.0,-1.9950000000000045,2.126249999999999,0,13,3.972500000000003,0.99
M001,L1,2026-01-12 20:00:00,Evening,75.595,2.842,95.055,55.9375,170.365,2.835,0.51375,3,17,0,1,0.0,-2.4025000000000034,2.1312499999999943,0,13,4.669500000000001,0.99
M001,L1,2026-01-13 00:00:00,Night,77.8325,2.87,99.8925,58.980000000000004,170.9575,2.0025,0.4265,3,17,0,2,0.0,0.6400000000000006,2.706249999999997,1,13,5.446625,0.98
M001,L1,2026-01-13 04:00:00,Night,79.8325,3.0547500000000003,99.6725,54.6925,169.8525,2.4225,0.67325,3,17,0,0,0.0,-3.647500000000001,2.4862499999999983,1,13,7.081125000000001,1.0
M001,L1,2026-01-13 08:00:00,Day,77.125,2.7395,99.1875,57.39,169.8475,2.1574999999999998,0.3865,3,17,0,0,0.0,-0.9500000000000028,2.001249999999999,0,13,4.109500000000001,1.0
M001,L1,2026-01-13 12:00:00,Day,75.925,2.8425000000000002,95.0925,56.51,169.37,2.7975,0.50625,3,17,0,0,0.0,-1.8300000000000054,2.09375,0,13,4.653750000000002,1.0
M001,L1,2026-01-13 16:00:00,Evening,74.89,2.88375,95.07,55.605000000000004,169.555,2.8200000000000003,0.55325,3,17,0,1,0.0,-2.7349999999999994,2.116250000000008,0,13,4.912500000000001,0.99
M001,L1,2026-01-13 20:00:00,Evening,75.605,2.8122499999999997,97.3775,54.7625,167.9225,1.6125,0.36450000000000005,3,17,0,0,0.0,-3.5775000000000006,0.1912499999999966,0,13,3.879749999999999,1.0
M001,L1,2026-01-14 00:00:00,Night,78.2075,3.0435,98.7575,56.7575,170.3525,0.9075000000000001,0.47075,3,17,0,0,93.0,-1.5825000000000031,1.571249999999992,1,13,5.687374999999999,1.0
M001,L1,2026-01-14 04:00:00,Night,77.94,3.1485,98.835,57.0975,171.8825,1.105,0.5587500000000001,3,17,0,2,93.0,-1.2425000000000068,1.6487499999999926,1,13,6.3225,0.98
M001,L1,2026-01-14 08:00:00,Day,76.4025,3.0585,99.225,56.1025,168.16500000000002,1.335,0.53375,3,17,0,0,93.0,-2.2375000000000043,2.038749999999993,0,13,5.359375000000002,1.0
M001,L1,2026-01-14 12:00:00,Day,74.83250000000001,2.8365,96.3875,57.82,168.8825,2.3925,0.49724999999999997,3,17,0,0,93.0,-0.5200000000000031,0.7987499999999983,0,13,4.415250000000001,1.0
M001,L1,2026-01-14 16:00:00,Evening,75.34,2.98975,92.3725,57.21,171.6525,5.5175,0.9452499999999999,3,17,0,0,93.0,-1.1300000000000026,4.813749999999999,0,13,6.8972500000000005,1.0
M001,L1,2026-01-14 20:00:00,Evening,76.4725,2.87375,96.6325,57.832499999999996,171.125,1.2575,0.34299999999999997,3,17,0,0,93.0,-0.5075000000000074,0.553750000000008,0,13,4.236624999999998,1.0
M001,L1,2026-01-15 00:00:00,Night,77.9975,2.93975,97.105,56.75,170.9275,2.1399999999999997,0.524,3,17,0,0,0.0,-1.5900000000000034,0.08124999999999716,1,13,5.607625000000002,1.0
M001,L1,2026-01-15 04:00:00,Night,79.5825,2.90825,99.83,58.08,172.2875,2.725,0.661,3,17,0,0,0.0,-0.2600000000000051,2.643749999999997,1,13,6.2658749999999985,1.0
M001,L1,2026-01-15 08:00:00,Day,75.535,2.75675,99.055,56.2,168.94,1.52,0.3435,3,17,0,0,0.0,-2.1400000000000006,1.8687500000000057,0,13,3.5004999999999997,1.0
M001,L1,2026-01-15 12:00:00,Day,74.09,2.91775,94.125,57.7575,169.89249999999998,3.7649999999999997,0.7112499999999999,3,17,0,0,0.0,-0.5825000000000031,3.061250000000001,0,13,5.589,1.0
M001,L1,2026-01-15 16:00:00,Evening,76.22,2.89125,94.1275,56.832499999999996,167.1375,3.8875,0.6835,3,17,0,0,0.0,-1.5075000000000074,3.0587500000000034,0,13,5.56825,1.0
M001,L1,2026-01-15 20:00:00,Evening,74.4925,3.0237499999999997,94.995,57.182500000000005,167.425,2.895,0.6615,3,17,0,0,0.0,-1.1574999999999989,2.1912499999999966,0,13,5.789999999999999,1.0
M001,L1,2026-01-16 00:00:00,Night,79.31,3.001,99.045,55.9525,170.385,1.24,0.55975,3,17,0,0,0.0,-2.387500000000003,1.8587500000000006,1,13,5.9845000000000015,1.0
M001,L1,2026-01-16 04:00:00,Night,79.0,3.05125,99.87,57.5825,171.23,1.98,0.62275,3,17,0,1,0.0,-0.7575000000000003,2.6837500000000034,1,13,6.547500000000001,0.99
M001,L1,2026-01-16 08:00:00,Day,77.50999999999999,2.961,98.985,57.7775,170.2875,1.48,0.46875,3,17,0,0,0.0,-0.5625,1.7987499999999983,0,13,5.234499999999997,1.0
M001,L1,2026-01-16 12:00:00,Day,74.93,2.84,97.325,57.495,170.415,1.205,0.324,3,17,0,0,0.0,-0.845000000000006,0.1387500000000017,0,13,3.8425000000000002,1.0
M001,L1,2026-01-16 16:00:00,Evening,75.86500000000001,2.82625,94.79249999999999,57.71,170.19,3.0975,0.5415,3,17,0,0,0.0,-0.6300000000000026,2.3937500000000114,0,13,4.706250000000001,1.0
M001,L1,2026-01-16 20:00:00,Evening,75.3625,2.91675,95.53,57.3225,168.0625,2.36,0.5005000000000001,3,17,0,0,0.0,-1.0175000000000054,1.65625,0,13,4.8805000000000005,1.0
M001,L1,2026-01-17 00:00:00,Night,77.75,3.229,99.4375,57.2575,170.205,1.5475,0.6845,3,17,0,0,54.0,-1.0825000000000031,2.251249999999999,1,13,6.960250000000001,1.0
M001,L1,2026-01-17 04:00:00,Night,79.39,3.1265,99.915,58.5525,171.7575,2.025,0.66275,3,17,0,0,54.0,0.21249999999999858,2.728750000000005,1,13,7.285500000000002,1.0
M001,L1,2026-01-17 08:00:00,Day,77.2225,2.9905,98.8825,59.5475,173.725,0.9924999999999999,0.40800000000000003,3,17,1,0,54.0,1.207499999999996,1.696249999999992,0,13,5.791624999999996,1.0
M001,L1,2026-01-17 12:00:00,Day,75.22,2.873,96.3825,57.04,170.03,1.5075,0.363,3,17,0,0,54.0,-1.3000000000000043,0.803750000000008,0,13,4.1917500000000025,1.0
M001,L1,2026-01-17 16:00:00,Evening,75.0525,3.0005,96.45,58.6875,168.96,2.06,0.54075,3,17,0,1,54.0,0.3474999999999966,0.7362499999999983,0,13,5.4415000000000004,0.99
M001,L1,2026-01-17 20:00:00,Evening,76.185,2.91425,95.3925,56.7075,168.925,2.4975,0.54525,3,17,0,0,54.0,-1.6325000000000003,1.7937500000000028,0,13,4.999000000000002,1.0
M001,L1,2026-01-18 00:00:00,Night,79.2075,2.99275,98.7125,57.3625,172.1625,1.2974999999999999,0.505,3,17,0,0,0.0,-0.9775000000000063,1.5262500000000045,1,13,5.927874999999999,1.0
M001,L1,2026-01-18 04:00:00,Night,80.035,2.974,100.2625,56.5025,169.29250000000002,2.3975,0.754,3,17,0,0,0.0,-1.8375000000000057,3.0762500000000017,1,13,6.655000000000001,1.0
M001,L1,2026-01-18 08:00:00,Day,76.7225,3.089,96.71,56.485,170.4425,1.51,0.55375,3,17,0,1,0.0,-1.855000000000004,0.4762500000000074,0,13,5.741874999999999,0.99
M001,L1,2026-01-18 12:00:00,Day,74.78999999999999,2.8605,96.385,56.665,171.4275,2.0149999999999997,0.4570000000000001,3,17,0,0,0.0,-1.6750000000000043,0.801249999999996,0,13,4.370500000000002,1.0
M001,L1,2026-01-18 16:00:00,Evening,75.41499999999999,3.0105,95.8225,59.300000000000004,171.545,2.0675,0.5685,3,17,0,0,0.0,0.9600000000000009,1.363749999999996,0,13,5.872750000000002,1.0
M001,L1,2026-01-18 20:00:00,Evening,76.995,3.06475,96.645,59.125,173.7825,1.2449999999999999,0.50025,3,17,0,0,0.0,0.7849999999999966,0.5412500000000051,0,13,6.030250000000001,1.0
M001,L1,2026-01-19 00:00:00,Night,78.7675,3.04825,98.97999999999999,56.8875,171.16,1.875,0.6395,3,17,0,1,0.0,-1.4525000000000006,1.7937499999999886,1,13,6.395625,0.99
M001,L1,2026-01-19 04:00:00,Night,80.285,3.20625,99.32,57.33,171.4325,2.74,0.9279999999999999,3,17,1,1,0.0,-1.0100000000000051,2.133749999999992,1,13,8.30725,0.99
M001,L1,2026-01-19 08:00:00,Day,77.255,3.0925000000000002,97.9175,58.5875,170.0275,2.0775,0.6255,3,17,0,0,0.0,0.24749999999999517,0.7312500000000028,0,13,6.381499999999998,1.0
M001,L1,2026-01-19 12:00:00,Day,75.4225,2.97825,94.855,57.385,169.6725,3.035,0.6375,3,17,0,0,0.0,-0.9550000000000054,2.331249999999997,0,13,5.5870000000000015,1.0
M001,L1,2026-01-19 16:00:00,Evening,73.9375,2.916,93.83,57.9875,169.41,4.0600000000000005,0.751,3,17,0,0,0.0,-0.35250000000000625,3.356250000000003,0,13,5.726000000000001,1.0
M001,L1,2026-01-19 20:00:00,Evening,76.12,3.1185,95.525,58.9525,170.3675,2.3649999999999998,0.6827500000000001,3,17,0,0,0.0,0.6124999999999972,1.6612499999999955,0,13,6.503000000000001,1.0
M001,L1,2026-01-20 00:00:00,Night,77.865,3.0865,98.82,57.0025,170.4025,1.9700000000000002,0.62575,3,17,0,2,0.0,-1.3375000000000057,1.633749999999992,1,13,6.35675,0.98
M001,L1,2026-01-20 04:00:00,Night,79.5575,3.0235000000000003,100.0775,55.495000000000005,171.3425,2.1875,0.61875,3,17,0,0,0.0,-2.844999999999999,2.8912499999999994,1,13,6.6798750000000044,1.0
M001,L1,2026-01-20 08:00:00,Day,76.86500000000001,3.083,100.36,57.3975,171.1175,2.4699999999999998,0.66375,3,17,0,0,0.0,-0.9425000000000026,3.1737499999999983,0,13,6.235750000000005,1.0
M001,L1,2026-01-20 12:00:00,Day,76.23,2.9524999999999997,96.405,60.004999999999995,173.165,2.065,0.526,3,17,0,0,0.0,1.664999999999992,0.78125,0,13,6.026999999999996,1.0
M001,L1,2026-01-20 16:00:00,Evening,75.32,3.151,96.75,57.6275,169.5575,1.1400000000000001,0.565,3,17,0,0,0.0,-0.7125000000000057,0.43625000000000114,0,13,5.676,1.0
M001,L1,2026-01-20 20:00:00,Evening,75.33,3.1765,95.0875,56.35,172.4425,2.8024999999999998,0.7875,3,17,0,0,0.0,-1.990000000000002,2.0987499999999955,0,13,6.6602500000000004,1.0
M001,L1,2026-01-21 00:00:00,Night,78.815,3.2975,98.71000000000001,58.2375,172.9675,2.33,0.88925,3,17,0,0,0.0,-0.10250000000000625,1.5237500000000068,1,13,8.13525,1.0
M001,L1,2026-01-21 04:00:00,Night,79.03,3.1705,99.14500000000001,60.425,174.8375,1.255,0.61525,3,17,1,0,0.0,2.0849999999999937,1.958750000000009,1,13,8.161999999999997,1.0
M001,L1,2026-01-21 08:00:00,Day,76.8125,2.987,97.2,57.275,171.5325,0.755,0.4095,3,17,0,0,0.0,-1.0650000000000048,0.013750000000001705,0,13,4.783875000000002,1.0
M001,L1,2026-01-21 12:00:00,Day,75.36,3.00125,97.32499999999999,57.6575,170.6,0.78,0.38725000000000004,3,17,0,0,0.0,-0.6825000000000045,0.1387499999999875,0,13,4.597500000000002,1.0
M001,L1,2026-01-21 16:00:00,Evening,74.7175,3.29025,93.89999999999999,57.3275,170.58499999999998,3.9899999999999998,1.0325,3,17,0,0,0.0,-1.0125000000000028,3.2862500000000097,0,13,7.9365000000000006,1.0
M001,L1,2026-01-21 20:00:00,Evening,74.92750000000001,3.041,97.175,58.9025,171.76749999999998,1.325,0.48824999999999996,3,17,1,0,0.0,0.5625,0.011250000000003979,0,13,5.446000000000001,1.0
M001,L1,2026-01-22 00:00:00,Night,78.5475,3.01125,98.665,55.835,170.43,2.05,0.56325,3,17,0,0,0.0,-2.5050000000000026,1.4787500000000051,1,13,6.184125,1.0
M001,L1,2026-01-22 04:00:00,Night,79.77250000000001,3.1029999999999998,99.7375,59.1525,169.87,1.8475000000000001,0.6877500000000001,3,17,0,1,0.0,0.8125,2.551249999999996,1,13,7.5496250000000025,0.99
M001,L1,2026-01-22 08:00:00,Day,78.16,3.0012499999999998,97.6625,56.555,170.6675,0.7725,0.387,3,17,0,0,0.0,-1.7850000000000037,0.4762499999999932,0,13,5.3497499999999985,1.0
M001,L1,2026-01-22 12:00:00,Day,74.985,3.1905,96.4225,57.59,169.4325,2.2325,0.7315,3,17,0,0,0.0,-0.75,0.7637500000000017,0,13,6.459250000000002,1.0
